sequence,x,y,z,force,target_force,tolerance_abs_map,tolerance_pct_map,deviation_abs,deviation_pct,tolerance_abs_limit,tolerance_pct_limit,within_tolerance_abs,within_tolerance_pct,within_tolerance,移动平均,移动标准差,Q1,Q3,IQR,is_outlier,z_score,is_z_outlier,cluster,error_value
12,101.8,103,101.2,51.5,50,4,6,1.5,3,4,3,TRUE,TRUE,TRUE,NA,NA,49.3,51.5,2.200000000000003,FALSE,0.6604524888380556,FALSE,4,1.5
13,102,91.9,106.2,1.5,7,1,20,-5.5,-78.57142857142857,1,1.4,FALSE,FALSE,FALSE,NA,NA,3.2250000000000005,6.225,2.999999999999999,FALSE,1.442246825474269,FALSE,2,5.5
14,100.6,99.7,97.4,23.8,30,2.5,8,-6.199999999999999,-20.666666666666664,2.5,2.4,FALSE,FALSE,FALSE,NA,NA,23.8,26.4,2.599999999999998,FALSE,0.5154655045636735,FALSE,3,6.199999999999999
15,97.2,102.6,95,49.3,50,4,6,-0.7000000000000028,-1.4000000000000057,4,3,TRUE,TRUE,TRUE,NA,NA,49.3,51.5,2.200000000000003,FALSE,0.49494150368345985,FALSE,4,0.7000000000000028
16,108.9,101.5,108.4,6.4,7,1,20,-0.5999999999999996,-8.571428571428566,1,1.4,TRUE,TRUE,TRUE,NA,NA,3.2250000000000005,6.225,2.999999999999999,FALSE,0.8033449607314619,FALSE,2,0.5999999999999996
17,102.5,100.5,97.8,24.8,30,2.5,8,-5.199999999999999,-17.333333333333332,2.5,2.4,FALSE,FALSE,FALSE,NA,NA,23.8,26.4,2.599999999999998,FALSE,0.048147876799903004,FALSE,3,5.199999999999999
18,90.2,96.8,96.4,47.5,50,4,6,-2.5,-5,4,3,TRUE,TRUE,TRUE,NA,NA,49.3,51.5,2.200000000000003,FALSE,1.4402638612010605,FALSE,1,2.5
19,103.5,95.8,93.8,8.4,7,1,20,1.4000000000000004,20.000000000000004,1,1.4,FALSE,FALSE,FALSE,NA,NA,3.2250000000000005,6.225,2.999999999999999,FALSE,1.719913036733801,FALSE,3,1.4000000000000004
20,97.6,94.9,93.6,26.8,30,2.5,8,-3.1999999999999993,-10.666666666666664,2.5,2.4,FALSE,FALSE,FALSE,NA,NA,23.8,26.4,2.599999999999998,FALSE,0.886487378727638,FALSE,3,3.1999999999999993
21,94.7,100.6,97.1,50.5,50,4,6,0.5,1,4,3,TRUE,TRUE,TRUE,NA,NA,49.3,51.5,2.200000000000003,FALSE,0.13527340132827653,FALSE,1,0.5
22,98.9,95.3,103.1,7.4,7,1,20,0.40000000000000036,5.71428571428572,1,1.4,TRUE,TRUE,TRUE,NA,NA,3.2250000000000005,6.225,2.999999999999999,FALSE,1.2616289987326315,FALSE,2,0.40000000000000036
23,94.9,97.5,105.5,22.3,30,2.5,8,-7.699999999999999,-25.666666666666664,2.5,2.4,FALSE,FALSE,FALSE,NA,NA,23.8,26.4,2.599999999999998,FALSE,1.2164419462093292,FALSE,2,7.699999999999999
24,96.4,98.7,103.5,51.3,50,4,6,1.2999999999999972,2.5999999999999943,4,3,TRUE,TRUE,TRUE,NA,NA,49.3,51.5,2.200000000000003,FALSE,0.5554166713360983,FALSE,2,1.2999999999999972
25,96.9,109.2,98.2,4,7,1,20,-3,-42.857142857142854,1,1.4,FALSE,FALSE,FALSE,NA,NA,3.2250000000000005,6.225,2.999999999999999,FALSE,0.29653673047134516,FALSE,4,3
26,91.6,96.7,100.3,26.4,30,2.5,8,-3.6000000000000014,-12.000000000000005,2.5,2.4,FALSE,FALSE,FALSE,NA,NA,23.8,26.4,2.599999999999998,FALSE,0.6995603276221288,FALSE,1,3.6000000000000014
27,104.2,101.2,96.5,49.9,50,4,6,-0.10000000000000142,-0.20000000000000281,4,3,TRUE,TRUE,TRUE,NA,NA,49.3,51.5,2.200000000000003,FALSE,0.17983405117759163,FALSE,3,0.10000000000000142
28,100.8,100.4,96.4,6.3,7,1,20,-0.7000000000000002,-10.000000000000002,1,1.4,TRUE,TRUE,TRUE,5.0600000000000005,2.855092915397948,3.2250000000000005,6.225,2.999999999999999,FALSE,0.7575165569313447,FALSE,3,0.7000000000000002
29,94.3,95.2,104.4,27.7,30,2.5,8,-2.3000000000000007,-7.666666666666669,2.5,2.4,TRUE,TRUE,TRUE,25.240000000000002,1.8458361550016054,23.8,26.4,2.599999999999998,FALSE,1.3070732437150308,FALSE,1,2.3000000000000007
30,106.3,99.6,94.9,50,50,4,6,0,0,4,3,TRUE,TRUE,TRUE,50.13,1.5319196381591877,49.3,51.5,2.200000000000003,FALSE,0.127316142426613,FALSE,3,0
31,102.1,107.2,109.8,7,7,1,20,0,0,1,1.4,TRUE,TRUE,TRUE,5.4,2.8643401411921112,3.2250000000000005,6.225,2.999999999999999,FALSE,1.0783153835321635,FALSE,2,0
32,98.5,102.3,99.5,22.6,30,2.5,8,-7.399999999999999,-24.66666666666666,2.5,2.4,FALSE,FALSE,FALSE,25.15,1.9585992727230115,23.8,26.4,2.599999999999998,FALSE,1.0762466578801977,FALSE,4,7.399999999999999
33,104.5,100.2,101.1,48.6,50,4,6,-1.3999999999999986,-2.799999999999997,4,3,TRUE,TRUE,TRUE,50.18,1.4649990519526699,49.3,51.5,2.200000000000003,FALSE,0.8625668649403029,FALSE,3,1.3999999999999986
34,104.4,97.9,96.3,8,7,1,20,1,14.285714285714285,1,1.4,TRUE,TRUE,TRUE,5.91,2.8234927149031415,3.2250000000000005,6.225,2.999999999999999,FALSE,1.536599421533333,FALSE,3,1
35,104.1,89.7,97.1,25.8,30,2.5,8,-4.199999999999999,-13.999999999999998,2.5,2.4,FALSE,FALSE,FALSE,25.32,1.9309180315188015,23.8,26.4,2.599999999999998,FALSE,0.4191697509638675,FALSE,3,4.199999999999999
36,103.4,105.7,93.4,45.9,50,4,6,-4.100000000000001,-8.200000000000003,4,3,FALSE,FALSE,FALSE,49.7,1.9737161790783282,49.3,51.5,2.200000000000003,TRUE,2.2805504012167077,FALSE,4,4.100000000000001
37,102.8,92.7,99.1,2.3,7,1,20,-4.7,-67.14285714285715,1,1.4,FALSE,FALSE,FALSE,6.04,2.5928105728468993,3.2250000000000005,6.225,2.999999999999999,FALSE,1.0756195950733334,FALSE,2,4.7
38,99.7,103.7,102.1,24.6,30,2.5,8,-5.399999999999999,-17.999999999999996,2.5,2.4,FALSE,FALSE,FALSE,25.240000000000002,1.9437649606426752,23.8,26.4,2.599999999999998,FALSE,0.14161140235265676,FALSE,4,5.399999999999999
39,98.5,109.5,101.6,51.7,50,4,6,1.7000000000000028,3.4000000000000057,4,3,TRUE,TRUE,TRUE,49.62,1.8605853320333843,49.3,51.5,2.200000000000003,FALSE,0.7654883063400129,FALSE,4,1.7000000000000028
40,98.1,92.8,96.1,4.8,7,1,20,-2.2,-31.428571428571434,1,1.4,FALSE,FALSE,FALSE,5.61,2.3764819937602444,3.2250000000000005,6.225,2.999999999999999,FALSE,0.07009049992959039,FALSE,1,2.2
41,96.5,103.5,96.1,26.2,30,2.5,8,-3.8000000000000007,-12.666666666666668,2.5,2.4,FALSE,FALSE,FALSE,25.1,1.7999999999999994,23.8,26.4,2.599999999999998,FALSE,0.606096802069375,FALSE,4,3.8000000000000007
42,99,98.7,97.5,51.9,50,4,6,1.8999999999999986,3.799999999999997,4,3,TRUE,TRUE,TRUE,49.66,1.909159209937424,49.3,51.5,2.200000000000003,FALSE,0.8705241238419664,FALSE,3,1.8999999999999986
43,93.7,92.1,107.5,8.3,7,1,20,1.3000000000000007,18.57142857142858,1,1.4,FALSE,TRUE,FALSE,6.29,2.015192298516447,3.2250000000000005,6.225,2.999999999999999,FALSE,1.6740846329336843,FALSE,1,1.3000000000000007
44,110.8,92.4,94.3,25.1,30,2.5,8,-4.899999999999999,-16.33333333333333,2.5,2.4,FALSE,FALSE,FALSE,25.23,1.741678628348078,23.8,26.4,2.599999999999998,FALSE,0.09204741152922848,FALSE,3,4.899999999999999
45,106,92,99.1,49.9,50,4,6,-0.10000000000000142,-0.20000000000000281,4,3,TRUE,TRUE,TRUE,49.72,1.9060138742645316,49.3,51.5,2.200000000000003,FALSE,0.17983405117759163,FALSE,3,0.10000000000000142
46,94.4,97.3,109.5,1.5,7,1,20,-5.5,-78.57142857142857,1,1.4,FALSE,FALSE,FALSE,5.8,2.518376902336547,3.2250000000000005,6.225,2.999999999999999,FALSE,1.442246825474269,FALSE,1,5.5
47,98,92.7,99.5,25.2,30,2.5,8,-4.800000000000001,-16.000000000000004,2.5,2.4,FALSE,FALSE,FALSE,25.27,1.7352873601286387,23.8,26.4,2.599999999999998,FALSE,0.13877917430560455,FALSE,1,4.800000000000001
48,97.7,103.4,93.2,48.9,50,4,6,-1.1000000000000014,-2.200000000000003,4,3,TRUE,TRUE,TRUE,49.86,1.7715028146244145,49.3,51.5,2.200000000000003,FALSE,0.7050131386873707,FALSE,4,1.1000000000000014
49,103.9,110.5,96.7,3.1,7,1,20,-3.9,-55.714285714285715,1,1.4,FALSE,FALSE,FALSE,5.2700000000000005,2.467589917307979,3.2250000000000005,6.225,2.999999999999999,FALSE,0.7089923646723977,FALSE,4,3.9
50,99.6,93.6,102.4,24.6,30,2.5,8,-5.399999999999999,-17.999999999999996,2.5,2.4,FALSE,FALSE,FALSE,25.05,1.6574746520602421,23.8,26.4,2.599999999999998,FALSE,0.14161140235265676,FALSE,2,5.399999999999999
51,101.3,103.9,98.1,52,50,4,6,2,4,4,3,TRUE,TRUE,TRUE,50.01,1.8911783510699238,49.3,51.5,2.200000000000003,FALSE,0.9230420325929451,FALSE,4,2
52,99.9,103.8,97.2,1,7,1,20,-6,-85.71428571428571,1,1.4,FALSE,FALSE,FALSE,4.63,2.6750077881506567,3.2250000000000005,6.225,2.999999999999999,FALSE,1.6713888444748537,FALSE,4,6
53,99.8,101.7,98.3,24.1,30,2.5,8,-5.899999999999999,-19.666666666666664,2.5,2.4,FALSE,FALSE,FALSE,25.23,1.4040022158893553,23.8,26.4,2.599999999999998,FALSE,0.37527021623454204,FALSE,4,5.899999999999999
54,106.8,95,100.5,50.2,50,4,6,0.20000000000000284,0.40000000000000563,4,3,TRUE,TRUE,TRUE,49.9,1.8390818965511635,49.3,51.5,2.200000000000003,FALSE,0.022280324924655686,FALSE,2,0.20000000000000284
55,98.9,99.4,108,3.2,7,1,20,-3.8,-54.285714285714285,1,1.4,FALSE,FALSE,FALSE,4.55,2.707705055331298,3.2250000000000005,6.225,2.999999999999999,FALSE,0.6631639608722807,FALSE,2,3.8
56,107.6,98.6,99.6,25.7,30,2.5,8,-4.300000000000001,-14.333333333333337,2.5,2.4,FALSE,FALSE,FALSE,25.16,1.3558105406811898,23.8,26.4,2.599999999999998,FALSE,0.3724379881874898,FALSE,3,4.300000000000001
57,92.3,102.8,105.4,50.8,50,4,6,0.7999999999999972,1.5999999999999945,4,3,TRUE,TRUE,TRUE,49.99,1.8609734609129231,49.3,51.5,2.200000000000003,FALSE,0.29282712758120877,FALSE,1,0.7999999999999972
58,102.9,98.1,103.2,4.9,7,1,20,-2.0999999999999996,-29.999999999999993,1,1.4,FALSE,FALSE,FALSE,4.41,2.642578706911532,3.2250000000000005,6.225,2.999999999999999,FALSE,0.11591890372970759,FALSE,3,2.0999999999999996
59,100.6,104.9,99.4,20.1,30,2.5,8,-9.899999999999999,-32.99999999999999,2.5,2.4,FALSE,FALSE,FALSE,24.400000000000002,1.8233059108236451,23.8,26.4,2.599999999999998,FALSE,2.244540727289624,FALSE,4,9.899999999999999
60,101.1,98.1,92.3,55.1,50,4,6,5.100000000000001,10.200000000000003,4,3,FALSE,FALSE,FALSE,50.5,2.4648642063114874,49.3,51.5,2.200000000000003,TRUE,2.551097203873261,FALSE,3,5.100000000000001
61,101.9,105.3,97.4,4.6,7,1,20,-2.4000000000000004,-34.28571428571429,1,1.4,FALSE,FALSE,FALSE,4.17,2.485535935947998,3.2250000000000005,6.225,2.999999999999999,FALSE,0.021566307670643603,FALSE,4,2.4000000000000004
62,97.5,94.8,97.6,26.3,30,2.5,8,-3.6999999999999993,-12.33333333333333,2.5,2.4,FALSE,FALSE,FALSE,24.77,1.7926082796987308,23.8,26.4,2.599999999999998,FALSE,0.6528285648457528,FALSE,1,3.6999999999999993
63,98.3,93.7,100.2,50.5,50,4,6,0.5,1,4,3,TRUE,TRUE,TRUE,50.69,2.373675069029739,49.3,51.5,2.200000000000003,FALSE,0.13527340132827653,FALSE,1,0.5
64,94.9,116.2,106.5,7,7,1,20,0,0,1,1.4,TRUE,TRUE,TRUE,4.07,2.3295445429907065,3.2250000000000005,6.225,2.999999999999999,FALSE,1.0783153835321635,FALSE,5,0
65,94.6,97.9,111.5,26.6,30,2.5,8,-3.3999999999999986,-11.333333333333329,2.5,2.4,FALSE,FALSE,FALSE,24.85,1.8602568520383291,23.8,26.4,2.599999999999998,FALSE,0.7930238531748842,FALSE,1,3.3999999999999986
66,101.5,101.5,107.7,49.6,50,4,6,-0.3999999999999986,-0.7999999999999973,4,3,TRUE,TRUE,TRUE,51.06,1.7506824066314512,49.3,51.5,2.200000000000003,FALSE,0.3373877774305239,FALSE,2,0.3999999999999986
67,102.2,103.2,99.3,5.8,7,1,20,-1.2000000000000002,-17.142857142857146,1,1.4,FALSE,TRUE,FALSE,4.42,2.296761004351805,3.2250000000000005,6.225,2.999999999999999,FALSE,0.52837453793076,FALSE,4,1.2000000000000002
68,100.3,97.6,91.2,23.1,30,2.5,8,-6.899999999999999,-22.999999999999996,2.5,2.4,FALSE,FALSE,FALSE,24.7,1.9413626371414712,23.8,26.4,2.599999999999998,FALSE,0.8425878439983125,FALSE,3,6.899999999999999
69,104.6,102.6,98.1,51.7,50,4,6,1.7000000000000028,3.4000000000000057,4,3,TRUE,TRUE,TRUE,51.06,1.7506824066314512,49.3,51.5,2.200000000000003,FALSE,0.7654883063400129,FALSE,3,1.7000000000000028
70,110.3,101.8,100.4,4.1,7,1,20,-2.9000000000000004,-41.42857142857143,1,1.4,FALSE,FALSE,FALSE,4.35,2.2945587811167534,3.2250000000000005,6.225,2.999999999999999,FALSE,0.2507083266712284,FALSE,3,2.9000000000000004
71,97.5,98.9,104.2,29.8,30,2.5,8,-0.1999999999999993,-0.6666666666666643,2.5,2.4,TRUE,TRUE,TRUE,25.060000000000002,2.5029760064548934,23.8,26.4,2.599999999999998,FALSE,2.2884402620189497,FALSE,2,0.1999999999999993
72,88.5,100.3,104.8,46.7,50,4,6,-3.299999999999997,-6.599999999999994,4,3,TRUE,FALSE,FALSE,50.54,2.190484472034034,49.3,51.5,2.200000000000003,FALSE,1.8604071312088823,FALSE,1,3.299999999999997
73,105,99.8,103.4,4.1,7,1,20,-2.9000000000000004,-41.42857142857143,1,1.4,FALSE,FALSE,FALSE,3.93,1.8282049483942804,3.2250000000000005,6.225,2.999999999999999,FALSE,0.2507083266712284,FALSE,3,2.9000000000000004
74,96.5,110.6,93,26.7,30,2.5,8,-3.3000000000000007,-11.000000000000004,2.5,2.4,FALSE,FALSE,FALSE,25.22,2.5563863383907974,23.8,26.4,2.599999999999998,FALSE,0.8397556159512602,FALSE,4,3.3000000000000007
75,96.6,96.3,104.2,51,50,4,6,1,2,4,3,TRUE,TRUE,TRUE,50.65,2.1823789262586315,49.3,51.5,2.200000000000003,FALSE,0.39786294508316605,FALSE,2,1
76,105.1,94.5,97.8,3.8,7,1,20,-3.2,-45.714285714285715,1,1.4,FALSE,FALSE,FALSE,4.16,1.6215219188568908,3.2250000000000005,6.225,2.999999999999999,FALSE,0.38819353807157914,FALSE,2,3.2
77,98.6,100.2,100.9,23,30,2.5,8,-7,-23.333333333333332,2.5,2.4,FALSE,FALSE,FALSE,25,2.6512051766864233,23.8,26.4,2.599999999999998,FALSE,0.8893196067746902,FALSE,3,7
78,93.9,101.6,100.4,50.3,50,4,6,0.29999999999999716,0.5999999999999943,4,3,TRUE,TRUE,TRUE,50.79,2.1010314927038416,49.3,51.5,2.200000000000003,FALSE,0.030237583826319234,FALSE,1,0.29999999999999716
79,100.9,102.2,102.1,5,7,1,20,-2,-28.57142857142857,1,1.4,FALSE,FALSE,FALSE,4.35,1.5946089733153321,3.2250000000000005,6.225,2.999999999999999,FALSE,0.16174730752982439,FALSE,4,2
80,99.3,97.7,100.1,21.4,30,2.5,8,-8.600000000000001,-28.666666666666675,2.5,2.4,FALSE,FALSE,FALSE,24.68,2.887444083152665,23.8,26.4,2.599999999999998,FALSE,1.6370278111967238,FALSE,3,8.600000000000001
81,100,94.7,91.7,50.1,50,4,6,0.10000000000000142,0.20000000000000281,4,3,TRUE,TRUE,TRUE,50.6,2.0650531335644717,49.3,51.5,2.200000000000003,FALSE,0.07479823367563435,FALSE,3,0.10000000000000142
82,101.9,106.3,103.7,5.4,7,1,20,-1.5999999999999996,-22.85714285714285,1,1.4,FALSE,FALSE,FALSE,4.79,1.0969148655306948,3.2250000000000005,6.225,2.999999999999999,FALSE,0.3450609227302924,FALSE,4,1.5999999999999996
83,98.1,98.3,101.9,25.3,30,2.5,8,-4.699999999999999,-15.666666666666664,2.5,2.4,FALSE,FALSE,FALSE,24.8,2.8855964143772197,23.8,26.4,2.599999999999998,FALSE,0.18551093708198224,FALSE,3,4.699999999999999
84,103.2,95.7,98.7,47.9,50,4,6,-2.1000000000000014,-4.200000000000003,4,3,TRUE,TRUE,TRUE,50.37,2.2355958688655893,49.3,51.5,2.200000000000003,FALSE,1.2301922261971499,FALSE,2,2.1000000000000014
85,98.9,98.8,100.6,6,7,1,20,-1,-14.285714285714285,1,1.4,TRUE,TRUE,TRUE,5.07,0.9989438867568532,3.2250000000000005,6.225,2.999999999999999,FALSE,0.6200313455309939,FALSE,3,1
86,101.7,99,100.7,27.8,30,2.5,8,-2.1999999999999993,-7.33333333333333,2.5,2.4,TRUE,TRUE,TRUE,25.01,3.0311164059908133,23.8,26.4,2.599999999999998,FALSE,1.3538050064914084,FALSE,3,2.1999999999999993
87,105.5,105.5,101.1,50.9,50,4,6,0.8999999999999986,1.7999999999999972,4,3,TRUE,TRUE,TRUE,50.38,2.237955416098463,49.3,51.5,2.200000000000003,FALSE,0.34534503633218744,FALSE,4,0.8999999999999986
88,102.2,100.4,108.2,2.7,7,1,20,-4.3,-61.42857142857142,1,1.4,FALSE,FALSE,FALSE,4.85,1.2509996003196804,3.2250000000000005,6.225,2.999999999999999,FALSE,0.8923059798728655,FALSE,2,4.3
89,98.4,103.8,98.9,24.1,30,2.5,8,-5.899999999999999,-19.666666666666664,2.5,2.4,FALSE,FALSE,FALSE,25.41,2.5344076669356537,23.8,26.4,2.599999999999998,FALSE,0.37527021623454204,FALSE,4,5.899999999999999
90,105.7,97.5,100.8,50.7,50,4,6,0.7000000000000028,1.4000000000000057,4,3,TRUE,TRUE,TRUE,49.94,1.526215362697327,49.3,51.5,2.200000000000003,FALSE,0.24030921883023384,FALSE,2,0.7000000000000028
91,105,101.1,105.8,3.7,7,1,20,-3.3,-47.14285714285714,1,1.4,FALSE,FALSE,FALSE,4.76,1.3023056476879764,3.2250000000000005,6.225,2.999999999999999,FALSE,0.43402194187169596,FALSE,3,3.3
92,102.7,98.4,105.3,20.7,30,2.5,8,-9.3,-31,2.5,2.4,FALSE,FALSE,FALSE,24.85,2.9071750319969847,23.8,26.4,2.599999999999998,FALSE,1.9641501506313628,FALSE,3,9.3
93,101.2,100.5,105.7,51.8,50,4,6,1.7999999999999972,3.5999999999999943,4,3,TRUE,TRUE,TRUE,50.07,1.6309847059709386,49.3,51.5,2.200000000000003,FALSE,0.8180062150909878,FALSE,2,1.7999999999999972
94,96.9,95.5,97.1,3.3,7,1,20,-3.7,-52.85714285714286,1,1.4,FALSE,FALSE,FALSE,4.39,1.1059937713306627,3.2250000000000005,6.225,2.999999999999999,FALSE,0.6173355570721639,FALSE,1,3.7
95,106.8,93.4,110,23.9,30,2.5,8,-6.100000000000001,-20.33333333333334,2.5,2.4,FALSE,FALSE,FALSE,24.58,2.8514323885841426,23.8,26.4,2.599999999999998,FALSE,0.46873374178729743,FALSE,2,6.100000000000001
96,97,110,100.3,53,50,4,6,3,6,4,3,TRUE,TRUE,TRUE,50.41,1.8603763060198328,49.3,51.5,2.200000000000003,FALSE,1.4482211201027242,FALSE,4,3
97,110.9,103,109.3,3.5,7,1,20,-3.5,-50,1,1.4,FALSE,FALSE,FALSE,4.16,1.0156552345927017,3.2250000000000005,6.225,2.999999999999999,FALSE,0.5256787494719299,FALSE,2,3.5
98,107.7,93.7,93.2,26.7,30,2.5,8,-3.3000000000000007,-11.000000000000004,2.5,2.4,FALSE,FALSE,FALSE,24.94,2.8710044699837494,23.8,26.4,2.599999999999998,FALSE,0.8397556159512602,FALSE,3,3.3000000000000007
99,98.8,96.9,100.1,47.5,50,4,6,-2.5,-5,4,3,TRUE,TRUE,TRUE,49.99,2.005243127403756,49.3,51.5,2.200000000000003,FALSE,1.4402638612010605,FALSE,3,2.5
100,94.9,94.1,106.2,4.3,7,1,20,-2.7,-38.57142857142858,1,1.4,FALSE,FALSE,FALSE,4.18,1.0163114133418403,3.2250000000000005,6.225,2.999999999999999,FALSE,0.15905151907099438,FALSE,1,2.7
